Id,salary
9221,838165
9222,906284
9223,718370
9224,156249
9225,542778
9226,660612
9227,368962
9228,818170
9229,578695
9230,975877
9231,513926
9232,182678
9233,639124
9234,797866
9235,710363
9236,215190
9237,523850
9238,895297
9239,324529
9240,516686
9241,991163
9242,589562
9243,297314
9244,834265
9245,454071
9246,308418
9247,239125
9248,284508
9249,831578
9250,484962
9251,616698
9252,617710
9253,301181
9254,410352
9255,281299
9256,868440
9257,313562
9258,342519
9259,627414
9260,746917
9261,505314
9262,162024
9263,585220
9264,990809
9265,318590
9266,335172
9267,711806
9268,961509
9269,107232
9270,580238
9271,826214
9272,217562
9273,573623
9274,632737
9275,629634
9276,237849
9277,304510
9278,538302
9279,148020
9280,828818
9281,511623
9282,723276
9283,697099
9284,658366
9285,222969
9286,725801
9287,473014
9288,737799
9289,653827
9290,735138
9291,203521
9292,792301
9293,732814
9294,933124
9295,849100
9296,623157
9297,961524
9298,359889
9299,793322
9300,545213
9301,661819
9302,695469
9303,278908
9304,860629
9305,923252
9306,647587
9307,764523
9308,346197
9309,716215
9310,845388
9311,388398
9312,388062
9313,613226
9314,295097
9315,368127
9316,103032
9317,622289
9318,549850
9319,400301
9320,690168
9321,424038
9322,764623
9323,267007
9324,297698
9325,887343
9326,647692
9327,530036
9328,566970
9329,165047
9330,264602
9331,965918
9332,667873
9333,491983
9334,645408
9335,865929
9336,495250
9337,997323
9338,324386
9339,605421
9340,720169
9341,896899
9342,477379
9343,844122
9344,313457
9345,935839
9346,260347
9347,852994
9348,521284
9349,793408
9350,215065
9351,291439
9352,374109
9353,670114
9354,671832
9355,870533
9356,239021
9357,133660
9358,676854
9359,165695
9360,151156
9361,487205
9362,386204
9363,819523
9364,905295
9365,307722
9366,992677
9367,127028
9368,472190
9369,566008
9370,325561
9371,481087
9372,427716
9373,930857
9374,688582
9375,588168
9376,511505
9377,332907
9378,340217
9379,108453
9380,768558
9381,349493
9382,163556
9383,874912
9384,681070
9385,188935
9386,717941
9387,315610
9388,210765
9389,756968
9390,971298
9391,904733
9392,550978
9393,675985
9394,853421
9395,176626
9396,585090
9397,466951
9398,282389
9399,212218
9400,495967
9401,972994
9402,294576
9403,432932
9404,236217
9405,809041
9406,211931
9407,501558
9408,936705
9409,542613
9410,343928
9411,501818
9412,563615
9413,794256
9414,702723
9415,896323
9416,529541
9417,727763
9418,761375
9419,408945
9420,246671
9421,185480
9422,557939
9423,244102
9424,927056
9425,955907
9426,735163
9427,580873
9428,673790
9429,354575
9430,701340
9431,636491
9432,341153
9433,244737
9434,240231
9435,847649
9436,906506
9437,564011
9438,781231
9439,886312
9440,329608
9441,216542
9442,198343
9443,631762
9444,910250
9445,205254
9446,798436
9447,532406
9448,242474
9449,337030
9450,407292
9451,110977
9452,266620
9453,374641
9454,866084
9455,599945
9456,701847
9457,382318
9458,848437
9459,799646
9460,759231
9461,390414
9462,506261
9463,115809
9464,664890
9465,929959
9466,953996
9467,423381
9468,592298
9469,658522
9470,644845
9471,575251
9472,539276
9473,579236
9474,250802
9475,199274
9476,235969
9477,635584
9478,844673
9479,758069
9480,174316
9481,308080
9482,685313
9483,675758
9484,568457
9485,949265
9486,409504
9487,901920
9488,138728
9489,671857
9490,831647
9491,735841
9492,632749
9493,978013
9494,958421
9495,734116
9496,418882
9497,166155
9498,527392
9499,560806
9500,356040
9501,442001
9502,667498
9503,367112
9504,283478
9505,429215
9506,809463
9507,674524
9508,638315
9509,728975
9510,165467
9511,668422
9512,564311
9513,884958
9514,521527
9515,955929
9516,691469
9517,992851
9518,506247
9519,845434
9520,737259
9521,503784
9522,456924
9523,327302
9524,790060
9525,296371
9526,692781
9527,335431
9528,771557
9529,230424
9530,642567
9531,982942
9532,983330
9533,983592
9534,426969
9535,510342
9536,205382
9537,655437
9538,415795
9539,481041
9540,159926
9541,243947
9542,461865
9543,649185
9544,964185
9545,984608
9546,548029
9547,570728
9548,653861
9549,976139
9550,897332
9551,148548
9552,871670
9553,307961
9554,565460
9555,360632
9556,859111
9557,475710
9558,896838
9559,423015
9560,108481
9561,613808
9562,518890
9563,350291
9564,547286
9565,337441
9566,747087
9567,568073
9568,455100
9569,679381
9570,304272
9571,406822
9572,965340
9573,721676
9574,655054
9575,680593
9576,630823
9577,147218
9578,525808
9579,884018
9580,661076
9581,434450
9582,243680
9583,311121
9584,744908
9585,780182
9586,562341
9587,600412
9588,319680
9589,570783
9590,832331
9591,960463
9592,781070
9593,333214
9594,574031
9595,790534
9596,195912
9597,304948
9598,182204
9599,178525
9600,942924
9601,801888
9602,797356
9603,384095
9604,615352
9605,298103
9606,976286
9607,352198
9608,934629
9609,291871
9610,599108
9611,414110
9612,716644
9613,596861
9614,122061
9615,589753
9616,156212
9617,141617
9618,549931
9619,747739
9620,919972
9621,343154
9622,755109
9623,793722
9624,645861
9625,839890
9626,909545
9627,797895
9628,279004
9629,287929
9630,833902
9631,825234
9632,675001
9633,103447
9634,361402
9635,870489
9636,734266
9637,972445
9638,521154
9639,768644
9640,181156
9641,957639
9642,876535
9643,683595
9644,172909
9645,443042
9646,773541
9647,144749
9648,136553
9649,843672
9650,922861
9651,934564
9652,344357
9653,265499
9654,909781
9655,746677
9656,949286
9657,880668
9658,236463
9659,738697
9660,263858
9661,530408
9662,108656
9663,154396
9664,315650
9665,372623
9666,341007
9667,665580
9668,992295
9669,432658
9670,298056
9671,183208
9672,273517
9673,357358
9674,623885
9675,423420
9676,554610
9677,444186
9678,485572
9679,760090
9680,750853
9681,232859
9682,859315
9683,667592
9684,310345
9685,471700
9686,536417
9687,999111
9688,938499
9689,809152
9690,707567
9691,882828
9692,591973
9693,883537
9694,907157
9695,285126
9696,958517
9697,602236
9698,796706
9699,315937
9700,942549
9701,437944
9702,507571
9703,712210
9704,174584
9705,212125
9706,672412
9707,498046
9708,496780
9709,393292
9710,557115
9711,178591
9712,517432
9713,624644
9714,486756
9715,415290
9716,601654
9717,864239
9718,596366
9719,389131
9720,335815
9721,349235
9722,674387
9723,568656
9724,176736
9725,250860
9726,778420
9727,691049
9728,540692
9729,171202
9730,219507
9731,690521
9732,215559
9733,960009
9734,109392
9735,116857
9736,140243
9737,274642
9738,669300
9739,241489
9740,549828
9741,334145
9742,736348
9743,553115
9744,590818
9745,648512
9746,495397
9747,587259
9748,403695
9749,311885
9750,557963
9751,872090
9752,320133
9753,635428
9754,152804
9755,724116
9756,278737
9757,673729
9758,465174
9759,646151
9760,769525
9761,261229
9762,729627
9763,496109
9764,710637
9765,178778
9766,423615
9767,323166
9768,361701
9769,300690
9770,173013
9771,536975
9772,880346
9773,220029
9774,353700
9775,187440
9776,711731
9777,148026
9778,647296
9779,908196
9780,194828
9781,780770
9782,811528
9783,157632
9784,496980
9785,961552
9786,240113
9787,267688
9788,492160
9789,431807
9790,773689
9791,797335
9792,781890
9793,263545
9794,248747
9795,434795
9796,496166
9797,862299
9798,344740
9799,603589
9800,195860
9801,125467
9802,725830
9803,642725
9804,704243
9805,394430
9806,804967
9807,997878
9808,615861
9809,325803
9810,906251
9811,391024
9812,896985
9813,917008
9814,949845
9815,718942
9816,135257
9817,690492
9818,636051
9819,413953
9820,770781
9821,191478
9822,137382
9823,522871
9824,431975
9825,247335
9826,394218
9827,731790
9828,844164
9829,857981
9830,378216
9831,782795
9832,169702
9833,317001
9834,875016
9835,938716
9836,370216
9837,105103
9838,919835
9839,482319
9840,617716
9841,905767
9842,716685
9843,817164
9844,547323
9845,713476
9846,651328
9847,185443
9848,215008
9849,637896
9850,387540
9851,745904
9852,101824
9853,696986
9854,146300
9855,544976
9856,728124
9857,189454
9858,892655
9859,433061
9860,304747
9861,158583
9862,817697
9863,976102
9864,564755
9865,196199
9866,560141
9867,981499
9868,983587
9869,714291
9870,531788
9871,994889
9872,210407
9873,678048
9874,620926
9875,997390
9876,852099
9877,754578
9878,317707
9879,141410
9880,178630
9881,973130
9882,997753
9883,931940
9884,848661
9885,187935
9886,220140
9887,304436
9888,870275
9889,593314
9890,620389
9891,583571
9892,296708
9893,575835
9894,291044
9895,630385
9896,549456
9897,919862
9898,703045
9899,770842
9900,226852
9901,527495
9902,904362
9903,563937
9904,977504
9905,567446
9906,852701
9907,171226
9908,295967
9909,395586
9910,178930
9911,318597
9912,670826
9913,743614
9914,304290
9915,744806
9916,487714
9917,618578
9918,264180
9919,895079
9920,458171
9921,475359
9922,729586
9923,980289
9924,256837
9925,667323
9926,128188
9927,383195
9928,950098
9929,537097
9930,288318
9931,735433
9932,545055
9933,487215
9934,200379
9935,316316
9936,686445
9937,438107
9938,329513
9939,748586
9940,793095
9941,685203
9942,447372
9943,356607
9944,428920
9945,232536
9946,960040
9947,767260
9948,363685
9949,104290
9950,605619
9951,362559
9952,630485
9953,885965
9954,189728
9955,472343
9956,513916
9957,555877
9958,404613
9959,278523
9960,751357
9961,333073
9962,977429
9963,619806
9964,227869
9965,167781
9966,617356
9967,862368
9968,578384
9969,184891
9970,494925
9971,162361
9972,422338
9973,855166
9974,184102
9975,171325
9976,734427
9977,551736
9978,596397
9979,607013
9980,879984
9981,710749
9982,662741
9983,430379
9984,863495
9985,943403
9986,975706
9987,689485
9988,538367
9989,135279
9990,578367
9991,391214
9992,263806
9993,423735
9994,779887
9995,375806
9996,418279
9997,411755
9998,130651
9999,878792
