Id,salary
9196,555776
9197,623360
9198,403584
9199,724992
9200,349312
9201,725376
9202,348928
9203,499840
9204,191616
9205,344320
9206,439040
9207,485504
9208,968704
9209,699904
9210,420864
9211,982272
9212,434944
9213,250496
9214,158592
9215,858368
9216,853504
9217,427904
9218,155136
9219,316160
9220,257536
9221,739968
9222,566528
9223,176512
9224,290688
9225,319744
9226,1000000
9227,130176
9228,444672
9229,734720
9230,161280
9231,893184
9232,866816
9233,628224
9234,439040
9235,154240
9236,777088
9237,344192
9238,549120
9239,107136
9240,171392
9241,868352
9242,598656
9243,157184
9244,1000000
9245,795520
9246,130304
9247,1000000
9248,562432
9249,155520
9250,1000000
9251,156672
9252,166144
9253,993536
9254,1000000
9255,153856
9256,914304
9257,155904
9258,455168
9259,303616
9260,733184
9261,385024
9262,127744
9263,330240
9264,829440
9265,1000000
9266,916224
9267,748416
9268,409344
9269,392960
9270,674560
9271,460928
9272,392192
9273,326144
9274,1000000
9275,318976
9276,976256
9277,374528
9278,961792
9279,358656
9280,122880
9281,163712
9282,551296
9283,966016
9284,198144
9285,484224
9286,486144
9287,722944
9288,503424
9289,604032
9290,307968
9291,636032
9292,860544
9293,845824
9294,418048
9295,239104
9296,136704
9297,136448
9298,338176
9299,989184
9300,134400
9301,168192
9302,140928
9303,351488
9304,1000000
9305,182400
9306,930176
9307,355072
9308,314880
9309,516992
9310,316416
9311,488064
9312,1000000
9313,427776
9314,925568
9315,736768
9316,989184
9317,335616
9318,350208
9319,303360
9320,852992
9321,467840
9322,435072
9323,945792
9324,390400
9325,377600
9326,931968
9327,371712
9328,394240
9329,185600
9330,882688
9331,147968
9332,835328
9333,954368
9334,908032
9335,304640
9336,168192
9337,1000000
9338,905856
9339,344064
9340,392192
9341,399104
9342,512640
9343,174336
9344,448512
9345,372736
9346,416000
9347,133888
9348,686592
9349,521088
9350,989568
9351,268288
9352,492032
9353,839424
9354,289152
9355,556032
9356,374784
9357,591488
9358,157696
9359,552320
9360,356608
9361,1000000
9362,348544
9363,1000000
9364,365312
9365,974848
9366,299008
9367,991744
9368,166784
9369,263936
9370,726016
9371,159872
9372,438528
9373,761856
9374,153088
9375,894720
9376,592128
9377,558208
9378,719488
9379,222848
9380,969728
9381,805760
9382,874496
9383,1000000
9384,442112
9385,1000000
9386,791808
9387,294272
9388,880768
9389,334336
9390,433408
9391,155776
9392,505344
9393,838144
9394,636672
9395,694784
9396,834560
9397,972416
9398,153088
9399,293888
9400,502528
9401,610304
9402,597760
9403,605056
9404,424704
9405,1000000
9406,165888
9407,384128
9408,270720
9409,460544
9410,370176
9411,523776
9412,448768
9413,495488
9414,175872
9415,438016
9416,198784
9417,778240
9418,188672
9419,542592
9420,740096
9421,166016
9422,635136
9423,163328
9424,340480
9425,398592
9426,783616
9427,887296
9428,178816
9429,374784
9430,135808
9431,906112
9432,579712
9433,817152
9434,751616
9435,969728
9436,532608
9437,551936
9438,421248
9439,889856
9440,325248
9441,916864
9442,119168
9443,717568
9444,1000000
9445,255104
9446,871936
9447,529280
9448,299392
9449,573952
9450,506240
9451,370688
9452,989696
9453,315392
9454,361088
9455,636672
9456,456704
9457,310656
9458,399488
9459,333056
9460,332160
9461,482944
9462,150272
9463,393728
9464,378368
9465,357248
9466,133376
9467,902144
9468,417408
9469,947456
9470,895232
9471,547840
9472,112896
9473,666496
9474,603392
9475,338688
9476,380032
9477,345856
9478,333568
9479,137472
9480,983808
9481,968320
9482,860160
9483,766464
9484,360448
9485,690304
9486,850432
9487,803712
9488,991872
9489,873216
9490,229632
9491,554624
9492,536320
9493,957952
9494,172800
9495,608512
9496,158976
9497,662528
9498,612608
9499,370176
9500,501888
9501,322304
9502,864768
9503,315136
9504,394240
9505,485248
9506,504448
9507,295552
9508,161664
9509,330496
9510,445440
9511,200704
9512,859136
9513,268928
9514,315904
9515,919040
9516,964480
9517,819840
9518,334208
9519,360320
9520,827136
9521,397312
9522,382720
9523,140544
9524,137344
9525,372352
9526,964608
9527,123264
9528,374144
9529,199552
9530,710784
9531,941568
9532,1000000
9533,750976
9534,161536
9535,838400
9536,937856
9537,1000000
9538,932864
9539,1000000
9540,792320
9541,362496
9542,745728
9543,608384
9544,344832
9545,486400
9546,918656
9547,793600
9548,581504
9549,371712
9550,354432
9551,651136
9552,708480
9553,802048
9554,404992
9555,166912
9556,587904
9557,404992
9558,172800
9559,843264
9560,914560
9561,861696
9562,455296
9563,854912
9564,798464
9565,909568
9566,824576
9567,389376
9568,878848
9569,905856
9570,131968
9571,394624
9572,168960
9573,299776
9574,128000
9575,961152
9576,402816
9577,370816
9578,351488
9579,846592
9580,831616
9581,391936
9582,590848
9583,346624
9584,390656
9585,598528
9586,180736
9587,542080
9588,385664
9589,584448
9590,290816
9591,805632
9592,134400
9593,338304
9594,232704
9595,145408
9596,377984
9597,378112
9598,919168
9599,908800
9600,956928
9601,169344
9602,268928
9603,783104
9604,351744
9605,405120
9606,140672
9607,564864
9608,818816
9609,298368
9610,132608
9611,685312
9612,692224
9613,474496
9614,336896
9615,499584
9616,423040
9617,138240
9618,172416
9619,921088
9620,579456
9621,580096
9622,139520
9623,413312
9624,125568
9625,494592
9626,114688
9627,329216
9628,855040
9629,859392
9630,191872
9631,597120
9632,361984
9633,342528
9634,433408
9635,151808
9636,639360
9637,485760
9638,1000000
9639,312320
9640,373376
9641,273920
9642,288384
9643,750592
9644,654720
9645,514560
9646,180608
9647,947200
9648,535424
9649,622592
9650,493056
9651,768512
9652,904576
9653,386560
9654,875904
9655,374400
9656,949760
9657,621952
9658,347264
9659,839424
9660,436736
9661,547584
9662,133760
9663,124416
9664,435968
9665,684672
9666,391168
9667,127744
9668,177920
9669,343424
9670,393728
9671,245120
9672,1000000
9673,429440
9674,306432
9675,1000000
9676,433024
9677,567808
9678,374784
9679,379904
9680,636672
9681,154240
9682,182528
9683,396032
9684,329728
9685,844800
9686,1000000
9687,774400
9688,777344
9689,397568
9690,937344
9691,694272
9692,881152
9693,813696
9694,590848
9695,266240
9696,1000000
9697,730752
9698,532224
9699,836608
9700,810496
9701,833664
9702,459776
9703,501632
9704,169344
9705,615936
9706,909312
9707,446720
9708,328064
9709,578176
9710,143872
9711,381696
9712,867968
9713,413952
9714,862976
9715,1000000
9716,332672
9717,160256
9718,767872
9719,912384
9720,933120
9721,142080
9722,856576
9723,175616
9724,228736
9725,899968
9726,355840
9727,381440
9728,920448
9729,565888
9730,125440
9731,945408
9732,226048
9733,424704
9734,561408
9735,159360
9736,365056
9737,1000000
9738,345472
9739,585216
9740,335104
9741,864256
9742,282240
9743,391680
9744,792320
9745,747776
9746,443264
9747,457856
9748,654720
9749,806400
9750,142848
9751,708992
9752,395520
9753,592128
9754,855808
9755,638336
9756,414848
9757,160512
9758,1000000
9759,401920
9760,1000000
9761,782976
9762,511872
9763,136448
9764,448640
9765,583808
9766,130432
9767,386560
9768,374656
9769,480000
9770,927104
9771,416640
9772,646912
9773,1000000
9774,603392
9775,513152
9776,363520
9777,234368
9778,540416
9779,470528
9780,905472
9781,864512
9782,443392
9783,154624
9784,139008
9785,366976
9786,405120
9787,142208
9788,880896
9789,190848
9790,938624
9791,696064
9792,862208
9793,904320
9794,279936
9795,719872
9796,389632
9797,347904
9798,1000000
9799,134528
9800,752128
9801,927872
9802,134272
9803,948864
9804,435072
9805,625152
9806,645120
9807,261632
9808,451584
9809,257920
9810,169216
9811,132608
9812,732032
9813,157056
9814,283008
9815,128512
9816,905984
9817,136448
9818,580992
9819,344704
9820,393344
9821,529152
9822,122368
9823,169728
9824,387328
9825,870656
9826,543872
9827,1000000
9828,128768
9829,322560
9830,303744
9831,352256
9832,534144
9833,783104
9834,402176
9835,335232
9836,602880
9837,656768
9838,905344
9839,302464
9840,435584
9841,945792
9842,341760
9843,353536
9844,497920
9845,543360
9846,720128
9847,138496
9848,765952
9849,530304
9850,777600
9851,439552
9852,420352
9853,112896
9854,301568
9855,872064
9856,918784
9857,515456
9858,769280
9859,650496
9860,619776
9861,812288
9862,625536
9863,778752
9864,945920
9865,933632
9866,327936
9867,325888
9868,858240
9869,935168
9870,269568
9871,161152
9872,158208
9873,124928
9874,310784
9875,727040
9876,462720
9877,389376
9878,372352
9879,415872
9880,111872
9881,932224
9882,404480
9883,331776
9884,379264
9885,517376
9886,409088
9887,169984
9888,951936
9889,150784
9890,152192
9891,820608
9892,361216
9893,236800
9894,432128
9895,462208
9896,431360
9897,611584
9898,444160
9899,486272
9900,974592
9901,156928
9902,555776
9903,192256
9904,882176
9905,380416
9906,809472
9907,508928
9908,456320
9909,850432
9910,452096
9911,308992
9912,144256
9913,425728
9914,199424
9915,488704
9916,345984
9917,162560
9918,802048
9919,159744
9920,716288
9921,126336
9922,315904
9923,597632
9924,142336
9925,850944
9926,728576
9927,293760
9928,327680
9929,949504
9930,274688
9931,1000000
9932,263040
9933,158336
9934,361728
9935,356096
9936,291456
9937,415232
9938,357888
9939,226176
9940,314368
9941,129280
9942,766720
9943,483072
9944,463744
9945,401408
9946,381056
9947,532608
9948,936448
9949,412032
9950,842112
9951,970240
9952,1000000
9953,431360
9954,877568
9955,475520
9956,455552
9957,269312
9958,510208
9959,667904
9960,579200
9961,494464
9962,368384
9963,403968
9964,181504
9965,486912
9966,601984
9967,164352
9968,575488
9969,127488
9970,691712
9971,173696
9972,169984
9973,585216
9974,901376
9975,402944
9976,559232
9977,410368
9978,125184
9979,374016
9980,856064
9981,190208
9982,999936
9983,147072
9984,354304
9985,1000000
9986,725248
9987,157696
9988,368256
9989,615808
9990,433152
9991,427008
9992,146944
9993,1000000
9994,939904
9995,190464
9996,383744
9997,312832
9998,141440
9999,797056
